_BCT_Bacharelado em Ciência e Tecnologia_BC0002_Projeto Dirigido_0_2_10_Obrigatória_Obrigatória_Não há_D_SA _5_45_225_10_10___
_BCT_Bacharelado em Ciência e Tecnologia_BC0002_Projeto Dirigido_0_2_10_Obrigatória_Obrigatória_Não há_N_SA _5_45_225_10_10___
_BCT_Bacharelado em Ciência e Tecnologia_BC0002_Projeto Dirigido_0_2_10_Obrigatória_Obrigatória_Não há_D_SB_2_45_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0002_Projeto Dirigido_0_2_10_Obrigatória_Obrigatória_Não há_N_SB_2_45_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_D_SA _7_90_630_28_28___
_BCT_Bacharelado em Ciência e Tecnologia_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_N_SA _8_90_720_32_32___
_BCT_Bacharelado em Ciência e Tecnologia_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0004_Bases Epistemológicas da Ciência Moderna_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0004_Bases Epistemológicas da Ciência Moderna_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0004_Bases Epistemológicas da Ciência Moderna_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0004_Bases Epistemológicas da Ciência Moderna_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_D_SA _19_30_570_38_38_Informática_Semanal_
_BCT_Bacharelado em Ciência e Tecnologia_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_N_SA _19_30_570_38_38_Informática_Semanal_
_BCT_Bacharelado em Ciência e Tecnologia_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_D_SB_7_42_294_14_14_Informática_Semanal_
_BCT_Bacharelado em Ciência e Tecnologia_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_N_SB_7_42_294_14_14_Informática_Semanal_
_BCT_Bacharelado em Ciência e Tecnologia_BC0102_Estrutura da Matéria_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _6_95_570_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0102_Estrutura da Matéria_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _6_95_570_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0102_Estrutura da Matéria_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0102_Estrutura da Matéria_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0103_Física Quântica_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0103_Física Quântica_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0103_Física Quântica_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0103_Física Quântica_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0104_Interações Atômicas e Moleculares_3_0_4_Obrigatória_Obrigatória_Estrutura da Matéria; Transformações Químicas; Física Quântica_D_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0104_Interações Atômicas e Moleculares_3_0_4_Obrigatória_Obrigatória_Estrutura da Matéria; Transformações Químicas; Física Quântica_N_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0104_Interações Atômicas e Moleculares_3_0_4_Obrigatória_Obrigatória_Estrutura da Matéria; Transformações Químicas; Física Quântica_D_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0104_Interações Atômicas e Moleculares_3_0_4_Obrigatória_Obrigatória_Estrutura da Matéria; Transformações Químicas; Física Quântica_N_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0205_Fenômenos Térmicos_3_1_4_Obrigatória_Obrigatória_Não há_D_SA _1_90_90_12_6_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0205_Fenômenos Térmicos_3_1_4_Obrigatória_Obrigatória_Não há_N_SA _1_90_90_12_6_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0205_Fenômenos Térmicos_3_1_4_Obrigatória_Obrigatória_Não há_D_SB_1_90_90_12_6_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0205_Fenômenos Térmicos_3_1_4_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_12_6_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0207_Energia: Origens, Conversão e Uso_2_0_4_Obrigatória_Obrigatória_Não há_D_SA _2_90_180_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0207_Energia: Origens, Conversão e Uso_2_0_4_Obrigatória_Obrigatória_Não há_N_SA _2_90_180_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0209_Fenômenos Eletromagnéticos_3_2_6_Obrigatória_Obrigatória_Não há_D_SA _4_90_360_60_36_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0209_Fenômenos Eletromagnéticos_3_2_6_Obrigatória_Obrigatória_Não há_N_SA _4_90_360_60_36_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0209_Fenômenos Eletromagnéticos_3_2_6_Obrigatória_Obrigatória_Não há_D_SB_2_90_180_30_18_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0209_Fenômenos Eletromagnéticos_3_2_6_Obrigatória_Obrigatória_Não há_N_SB_2_90_180_30_18_Seco__
_BCT_Bacharelado em Ciência e Tecnologia_BC0304_Origem da Vida e Diversidade dos Seres Vivos_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _6_95_570_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0304_Origem da Vida e Diversidade dos Seres Vivos_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _6_95_570_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0304_Origem da Vida e Diversidade dos Seres Vivos_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0304_Origem da Vida e Diversidade dos Seres Vivos_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0307_Transformações Químicas_3_2_6_Obrigatória_Obrigatória_Não há_D_SA _1_90_90_15_9_Úmido__
_BCT_Bacharelado em Ciência e Tecnologia_BC0307_Transformações Químicas_3_2_6_Obrigatória_Obrigatória_Não há_N_SA _1_90_90_15_9_Úmido__
_BCT_Bacharelado em Ciência e Tecnologia_BC0307_Transformações Químicas_3_2_6_Obrigatória_Obrigatória_Não há_D_SB_1_90_90_15_9_Úmido__
_BCT_Bacharelado em Ciência e Tecnologia_BC0307_Transformações Químicas_3_2_6_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_15_9_Úmido__
_BCT_Bacharelado em Ciência e Tecnologia_BC0402_Funções de Uma Variável_4_0_6_Obrigatória_Obrigatória_Bases Matemáticas_D_SA _1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0402_Funções de Uma Variável_4_0_6_Obrigatória_Obrigatória_Bases Matemáticas_N_SA _1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0402_Funções de Uma Variável_4_0_6_Obrigatória_Obrigatória_Bases Matemáticas_D_SB_1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0402_Funções de Uma Variável_4_0_6_Obrigatória_Obrigatória_Bases Matemáticas_N_SB_1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0404_Geometria Analítica_3_0_6_Obrigatória_Obrigatória_Não há_D_SA _6_90_540_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0404_Geometria Analítica_3_0_6_Obrigatória_Obrigatória_Não há_N_SA _6_90_540_18_18___
_BCT_Bacharelado em Ciência e Tecnologia_BC0404_Geometria Analítica_3_0_6_Obrigatória_Obrigatória_Não há_D_SB_2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0404_Geometria Analítica_3_0_6_Obrigatória_Obrigatória_Não há_N_SB_2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0405_Introdução às Equações Diferenciais Ordinárias_4_0_4_Obrigatória_Obrigatória_Funções de uma Variável_D_SA _2_90_180_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0405_Introdução às Equações Diferenciais Ordinárias_4_0_4_Obrigatória_Obrigatória_Funções de uma Variável_N_SA _2_90_180_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0405_Introdução às Equações Diferenciais Ordinárias_4_0_4_Obrigatória_Obrigatória_Funções de uma Variável_D_SB_2_90_180_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0405_Introdução às Equações Diferenciais Ordinárias_4_0_4_Obrigatória_Obrigatória_Funções de uma Variável_N_SB_2_90_180_8_8___
_BCT_Bacharelado em Ciência e Tecnologia_BC0406_Introdução à Probabilidade e à Estatística_3_0_4_Obrigatória_Obrigatória_Funções de uma variável_D_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0406_Introdução à Probabilidade e à Estatística_3_0_4_Obrigatória_Obrigatória_Funções de uma variável_N_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0406_Introdução à Probabilidade e à Estatística_3_0_4_Obrigatória_Obrigatória_Funções de uma variável_D_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0406_Introdução à Probabilidade e à Estatística_3_0_4_Obrigatória_Obrigatória_Funções de uma variável_N_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0407_Funções de Várias Variáveis_4_0_4_Obrigatória_Obrigatória_Geometria Analítica; Funções de uma Variável_D_SA _1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0407_Funções de Várias Variáveis_4_0_4_Obrigatória_Obrigatória_Geometria Analítica; Funções de uma Variável_N_SA _1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0407_Funções de Várias Variáveis_4_0_4_Obrigatória_Obrigatória_Geometria Analítica; Funções de uma Variável_D_SB_1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0407_Funções de Várias Variáveis_4_0_4_Obrigatória_Obrigatória_Geometria Analítica; Funções de uma Variável_N_SB_1_90_90_4_4___
_BCT_Bacharelado em Ciência e Tecnologia_BC0505_Processamento da Informação_3_2_5_Obrigatória_Obrigatória_Bases Computacionais da Ciência; Natureza da Informação_D_SA _5_90_450_75_45_Informática__
_BCT_Bacharelado em Ciência e Tecnologia_BC0505_Processamento da Informação_3_2_5_Obrigatória_Obrigatória_Bases Computacionais da Ciência; Natureza da Informação_N_SA _5_90_450_75_45_Informática__
_BCT_Bacharelado em Ciência e Tecnologia_BC0505_Processamento da Informação_3_2_5_Obrigatória_Obrigatória_Bases Computacionais da Ciência; Natureza da Informação_D_SB_2_90_180_30_18_Informática__
_BCT_Bacharelado em Ciência e Tecnologia_BC0505_Processamento da Informação_3_2_5_Obrigatória_Obrigatória_Bases Computacionais da Ciência; Natureza da Informação_N_SB_2_90_180_30_18_Informática__
_BCT_Bacharelado em Ciência e Tecnologia_BC0506_Comunicação e Redes_3_0_4_Obrigatória_Obrigatória_Natureza da Informação; Processamento da Informação_D_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0506_Comunicação e Redes_3_0_4_Obrigatória_Obrigatória_Natureza da Informação; Processamento da Informação_N_SA _1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0506_Comunicação e Redes_3_0_4_Obrigatória_Obrigatória_Natureza da Informação; Processamento da Informação_D_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0506_Comunicação e Redes_3_0_4_Obrigatória_Obrigatória_Natureza da Informação; Processamento da Informação_N_SB_1_90_90_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_1_110_110_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_1_110_110_3_3___
_BCT_Bacharelado em Ciência e Tecnologia_BC0603_Ciência, Tecnologia e Sociedade_3_0_4_Obrigatória_Obrigatória_Não há_D_SA _2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0603_Ciência, Tecnologia e Sociedade_3_0_4_Obrigatória_Obrigatória_Não há_N_SA _3_90_270_9_9___
_BCT_Bacharelado em Ciência e Tecnologia_BC0603_Ciência, Tecnologia e Sociedade_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_90_180_6_6___
_BCT_Bacharelado em Ciência e Tecnologia_BC0603_Ciência, Tecnologia e Sociedade_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_90_180_6_6___
_BCB_Bacharelado em Ciências Biológicas_NH1703_Biologia Animal I_3_2_3_Obrigatória_Obrigatória_Sistemática e Biogeografia_D_SA_1_30_30_5_5_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_NH1703_Biologia Animal I_3_2_3_Obrigatória_Obrigatória_Sistemática e Biogeografia_N_SA_1_30_30_5_5_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_NH1702_Biologia Vegetal I_3_2_3_Obrigatória_Obrigatória_Sistemática e Biogeografia_D_SA_1_30_30_5_5_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_NH1702_Biologia Vegetal I_3_2_3_Obrigatória_Obrigatória_Sistemática e Biogeografia_N_SA_1_30_30_5_5_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_BC1323_Genética Molecular_2_2_2_Obrigatória_Obrigatória_Biologia Celular, Genética Geral_D_SA_1_30_30_4_4_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_BC1323_Genética Molecular_2_2_2_Obrigatória_Obrigatória_Biologia Celular, Genética Geral_N_SA_1_30_30_4_4_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_BC1305_Práticas de Ecologia_0_4_4_Obrigatória_Obrigatória_Transformações dos Seres Vivos e Ambiente_D_SA_1_30_30_4_4_INFORMÁTICA__
_BCB_Bacharelado em Ciências Biológicas_BC1305_Práticas de Ecologia_0_4_4_Obrigatória_Obrigatória_Transformações dos Seres Vivos e Ambiente_N_SA_1_30_30_4_4_INFORMÁTICA__
_BCB_Bacharelado em Ciências Biológicas_BC1324_Sistemas Biológicos III_4_2_4_Obrigatória_Obrigatória_Biologia Celular; Sistemas Biológicos I_D_SA_1_30_30_6_6___
_BCB_Bacharelado em Ciências Biológicas_BC1324_Sistemas Biológicos III_4_2_4_Obrigatória_Obrigatória_Biologia Celular; Sistemas Biológicos I_N_SA_1_30_30_6_6___
_BCB_Bacharelado em Ciências Biológicas_NH1017_Trabalho de Conclusão de Curso em Biologia_2_0_2_Obrigatória_Obrigatória_Conclusão do BC&T; disciplinas obrigatórias do curso_D_SA_1_30_30_2_2___
_BCB_Bacharelado em Ciências Biológicas_NH1017_Trabalho de Conclusão de Curso em Biologia_2_0_2_Obrigatória_Obrigatória_Conclusão do BC&T; disciplinas obrigatórias do curso_N_SA_1_30_30_2_2___
_BCB_Bacharelado em Ciências Biológicas_BC1308_Biofísica_4_0_4_Opção Limitada_Opção Limitada_Transformações Bioquímicas; Biologia Celular_D_SA_1_30_30_4_4___
_BCB_Bacharelado em Ciências Biológicas_BC1308_Biofísica_4_0_4_Opção Limitada_Opção Limitada_Transformações Bioquímicas; Biologia Celular_N_SA_1_30_30_4_4___
_BCB_Bacharelado em Ciências Biológicas_NH1008_Farmacologia_4_2_4_Opção Limitada_Opção Limitada_Transformações Bioquímicas_D_SA_1_30_30_6_6_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_NH1008_Farmacologia_4_2_4_Opção Limitada_Opção Limitada_Transformações Bioquímicas_N_SA_1_30_30_6_6_ÚMIDO__
_BCB_Bacharelado em Ciências Biológicas_NH1005_Ecologia Animal_4_0_4_Opção Limitada_Opção Limitada_Origem da Vida e Diversidade dos Seres Vivos; Transformações dos Seres Vivos e Ambiente; Biologia Animal I, II e III_D_SA_1_30_30_4_4___
_BCB_Bacharelado em Ciências Biológicas_NH1005_Ecologia Animal_4_0_4_Opção Limitada_Opção Limitada_Origem da Vida e Diversidade dos Seres Vivos; Transformações dos Seres Vivos e Ambiente; Biologia Animal I, II e III_N_SA_1_30_30_4_4___
_BCB_Bacharelado em Ciências Biológicas_BC1320_Biologia Molecular e Biotecnologia_3_0_3_Opção Limitada_Opção Limitada_Biologia Celular; Sistemas Biológicos I_D_SA_1_30_30_3_3___
_BCB_Bacharelado em Ciências Biológicas_NH1004_Citogenética Básica_3_2_2_Opção Limitada_Opção Limitada_Genética Geral_N_SA_1_30_30_5_5___
_BCB_Bacharelado em Ciências Biológicas_NH1003_Biologia do Desenvolvimento_2_2_4_Opção Limitada_Opção Limitada_Biologia Celular_D_SA_1_30_30_4_4_ÚMIDO__
_BCH_Bacharelado em Ciências e Humanidades_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BC0003_Bases Matemáticas_4_0_5_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_D_SB_5_42_210_10_10_SEMANAL__
_BCH_Bacharelado em Ciências e Humanidades_BC0005_Bases Computacionais da Ciência_0_2_2_Obrigatória_Obrigatória_Não há_N_SB_5_42_210_10_10_SEMANAL__
_BCH_Bacharelado em Ciências e Humanidades_BC0207_Energia: Origens, Conversão e Uso_2_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_120_240_4_4___
_BCH_Bacharelado em Ciências e Humanidades_BC0207_Energia: Origens, Conversão e Uso_2_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_120_240_4_4___
_BCH_Bacharelado em Ciências e Humanidades_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_6_6___
_BCH_Bacharelado em Ciências e Humanidades_BC0602_Estrutura e Dinâmica Social_3_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_6_6___
_BCH_Bacharelado em Ciências e Humanidades_BH0101_Estado e Relações de Poder_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_110_220_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0101_Estado e Relações de Poder_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_110_220_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0102_Desenvolvimento e Sustentabilidade_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0102_Desenvolvimento e Sustentabilidade_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0103_Pensamento Econômico_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0103_Pensamento Econômico_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0201_Temas e Problemas em Filosofia_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0201_Temas e Problemas em Filosofia_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0206_Teorias da Justiça_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0206_Teorias da Justiça_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0302_Identidade e Cultura_4_0_4_Obrigatória_Obrigatória_Não há_D_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BH0302_Identidade e Cultura_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_2_100_200_8_8___
_BCH_Bacharelado em Ciências e Humanidades_BC1613_Nascimento e Desenvolvimento da Ciência Moderna_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_4_4___
_BCH_Bacharelado em Ciências e Humanidades_BH0202_Pensamento Crítico_4_0_4_Obrigatória_Obrigatória_Não há_N_SB_1_90_90_4_4___
