ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAEN3722SA;EN3722;2;Confiabilidade de Componentes e Sistemas;Confiabilidade de Componentes e Sistemas A-diurno (Santo André);3;0;4 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;72;SA;D;segunda das 14:00 às 17:00, sala S - 302-1, semanal ;0;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NAEN3722SA;EN3722;2;Confiabilidade de Componentes e Sistemas;Confiabilidade de Componentes e Sistemas A-Noturno (Santo André);3;0;4 ;3 ;0 ;Ampliar vagas até a capacidade da sala;¬0¬;;ampliado - nova sala 301-1;73;SA;N;segunda das 18:00 às 21:00, sala S - 302-2, semanal ;0;;;;;;;;;
BACHARELADO EM POLÍTICAS PÚBLICAS;DABH1300SB;BH1300;2;Conflitos Sociais;Conflitos Sociais A-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;42;SB;D;quarta das 08:00 às 12:00, sala A2-S302-SB, semanal ;0;;;;;;;;;
BACHARELADO EM POLÍTICAS PÚBLICAS;NABH1300SB;BH1300;2;Conflitos Sociais;Conflitos Sociais A-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Ampliar vagas;44 vagas;;ampliado;44;SB;N;segunda das 19:00 às 23:00, sala A2-S302-SB, semanal ;0;;;;;;;;;
BACHARELADO EM FÍSICA;DANHZ3088-15SA;NHZ3088-15;5;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos A-diurno (Santo André);0;2;5 ;0 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;35;SA;D;terca das 08:00 às 10:00, sala S - 002-0, semanal ;0;;;;;;;;;
BACHARELADO EM FÍSICA;NANHZ3088-15SA;NHZ3088-15;5;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos A-Noturno (Santo André);0;2;5 ;0 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;35;SA;N;terca das 19:00 às 21:00, sala S - 002-0, semanal ;0;;;;;;;;;
BACHARELADO EM FÍSICA;DBNHZ3088-15SA;NHZ3088-15;5;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos B-diurno (Santo André);0;2;5 ;0 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;35;SA;D;terca das 10:00 às 12:00, sala S - 002-0, semanal ;0;;;;;;;;;
BACHARELADO EM FÍSICA;NBNHZ3088-15SA;NHZ3088-15;5;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos B-Noturno (Santo André);0;2;5 ;0 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;35;SA;N;terca das 21:00 às 23:00, sala S - 002-0, semanal ;0;;;;;;;;;
BACHARELADO EM FÍSICA;DCNHZ3088-15SA;NHZ3088-15;5;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos;Consolidação de Conceitos e Métodos de Fenômenos Eletromagnéticos C-diurno (Santo André);0;2;5 ;0 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;35;SA;D;terca das 17:00 às 19:00, sala S - 002-0, semanal ;0;;;;;;;;;
ENGENHARIA AMBIENTAL E URBANA;DAEN3125SA;EN3125;2;Contaminação e Remediação de Solos;Contaminação e Remediação de Solos A-diurno (Santo André);3;0;1 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SA;D;quarta das 10:00 às 13:00, sala S - 302-1, semanal ;0;;;;;;;;;
ENGENHARIA AMBIENTAL E URBANA;NAEN3125SA;EN3125;2;Contaminação e Remediação de Solos;Contaminação e Remediação de Solos A-Noturno (Santo André);3;0;1 ;3 ;0 ;Ampliar vagas;Informar o novo número de vagas;65;OK - AMPLIADO 65;65;SA;N;quarta das 18:00 às 21:00, sala S - 302-1, semanal ;0;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAEN3710SA;EN3710;1;Controle Não-Linear;Controle Não-Linear A-diurno (Santo André);3;1;4 ;3 ;1 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;D;segunda das 10:00 às 12:00, sala S - 306-1, semanal , quarta das 08:00 às 10:00, sala S - 306-1, quinzenal II;quarta das 08:00 às 10:00, sala 408-1, quinzenal I;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DAEN3709SA;EN3709;1;Controle Robusto Multivariável;Controle Robusto Multivariável A-diurno (Santo André);3;1;4 ;3 ;1 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;31;SA;D;terca das 16:00 às 18:00, sala S - 305-1, semanal , quinta das 14:00 às 16:00, sala S - 305-1, quinzenal II;quinta das 14:00 às 16:00, sala 408-1, quinzenal I;;;;;;;;;
ENGENHARIA DE GESTÃO;DAEN2532SB;EN2532;1;Custos;Custos A-diurno (São Bernardo do Campo);4;2;9 ;4 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;62;SB;D;segunda das 10:00 às 12:00, sala A2-S202-SB, semanal , terca das 08:00 às 12:00, sala A2-S202-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DABH0102SB;BH0102;5;Desenvolvimento e Sustentabilidade;Desenvolvimento e Sustentabilidade A-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;D;terca das 10:00 às 12:00, sala A2-S104-SB, semanal , quinta das 08:00 às 10:00, sala A2-S104-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NABH0102SB;BH0102;5;Desenvolvimento e Sustentabilidade;Desenvolvimento e Sustentabilidade A-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;terca das 21:00 às 23:00, sala A2-S104-SB, semanal , quinta das 19:00 às 21:00, sala A2-S104-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NB1BH0102SB;BH0102;5;Desenvolvimento e Sustentabilidade;Desenvolvimento e Sustentabilidade B1-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;;;;TURMA NOVA;90;SB;N;terca das 19:00 às 21:00,  semanal , quinta das 21:00 às 23:00,  semanal ;;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;DBBH0102SB;BH0102;5;Desenvolvimento e Sustentabilidade;Desenvolvimento e Sustentabilidade B-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Ampliar vagas;100;;OVERBOOKING - aguardando retorno BCH;;SB;D;terca das 08:00 às 10:00, sala A2-S103-SB, semanal , quinta das 10:00 às 12:00, sala A2-S103-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NBBH0102SB;BH0102;5;Desenvolvimento e Sustentabilidade;Desenvolvimento e Sustentabilidade B-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Abrir nova turma;"Estes dados devem sem informados na aba ""DISCIPLINAS NOVAS A SEREM OFERTADAS"": horário, nº de vagas, laboratório (se for o caso) e nome dos docentes";90;OK - TURMA ABERTA / 2ª E 5ª SALA A2-S102-SB;90;SB;N;terca das 19:00 às 21:00, sala A2-S103-SB, semanal , quinta das 21:00 às 23:00, sala A2-S103-SB, semanal ;0;;;;;;;;;
BACHARELADO EM PLANEJAMENTO TERRITORIAL;DACS3401SB;CS3401;1;Desenvolvimento Humano e Pobreza Urbana;Desenvolvimento Humano e Pobreza Urbana A-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Ampliar vagas;40;Limitada do BPT , manter alunos com opção pelo curso;OK - AMPLIADO 40;40;SB;D;segunda das 14:00 às 16:00, sala A2-S309-SB, semanal , quarta das 14:00 às 16:00, sala A2-S309-SB, semanal ;0;;;;;;;;;
ENGENHARIA DE GESTÃO;NAEN2520SB;EN2520;1;Desenvolvimento Integrado do Produto;Desenvolvimento Integrado do Produto A-Noturno (São Bernardo do Campo);2;2;5 ;2 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;63;SB;N;sexta das 19:00 às 23:00, sala A2-S208-SB, semanal ;0;;;;;;;;;
ENGENHARIA DE MATERIAIS;NAEN3809SA;EN3809;1;Diagramas de Fase;Diagramas de Fase A-Noturno (Santo André);4;0;4 ;4 ;0 ;ampliar vagas;Informar o novo número de vagas;63;ampliado;63;SA;N;segunda das 21:00 às 23:00, sala S - 302-2, semanal , quinta das 19:00 às 21:00, sala S - 302-2, semanal ;0;;;;;;;;;
LICENCIATURA EM FÍSICA;DABC1627SA;BC1627;6;Didática;Didática A-diurno (Santo André);4;0;4 ;4 ;0 ;Ampliar vagas;;40 vagas;OK - AMPLIADO 40;40;SA;D;segunda das 14:00 às 16:00, sala S - 307-3, semanal , quarta das 16:00 às 18:00, sala S - 307-3, semanal ;0;;;;;;;;;
LICENCIATURA EM FILOSOFIA;DABC1627SB;BC1627;6;Didática;Didática A-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;40;SB;D;sexta das 08:00 às 12:00, sala A1-S102-SB, semanal ;0;;;;;;;;;
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS;NABC1627SA;BC1627;6;Didática;Didática A-Noturno (Santo André);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;40;SA;N;segunda das 19:00 às 21:00, sala S - 305-3, semanal , quarta das 21:00 às 23:00, sala S - 305-3, semanal ;0;;;;;;;;;
LICENCIATURA EM FILOSOFIA;NABC1627SB;BC1627;6;Didática;Didática A-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;40;SB;N;quarta das 19:00 às 23:00, sala A1-S103-SB, semanal ;0;;;;;;;;;
LICENCIATURA EM MATEMÁTICA;DBBC1627SA;BC1627;6;Didática;Didática B-diurno (Santo André);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;40;SA;D;segunda das 08:00 às 10:00, sala S503, semanal , quarta das 10:00 às 12:00, sala S503, semanal ;0;;;;;;;;;
LICENCIATURA EM FÍSICA;NBBC1627SA;BC1627;6;Didática;Didática B-Noturno (Santo André);4;0;4 ;4 ;0 ;Ampliar vagas;;40 vagas;OK - AMPLIADO 40;40;SA;N;terca das 19:00 às 21:00, sala S - 307-3, semanal , quinta das 21:00 às 23:00, sala S - 307-3, semanal ;0;;;;;;;;;
BACHARELADO EM RELAÇÕES INTERNACIONAIS;DACS3303SB;CS3303;2;Dinâmica dos Investimentos Produtivos Internacionais;Dinâmica dos Investimentos Produtivos Internacionais A-diurno (São Bernardo do Campo);4;0;4 ;4 ;0 ;manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SB;D;segunda das 10:00 às 12:00, sala A2-S307-SB, semanal , sexta das 08:00 às 10:00, sala A2-S307-SB, semanal ;0;;;;;;;;;
BACHARELADO EM RELAÇÕES INTERNACIONAIS;NACS3303SB;CS3303;2;Dinâmica dos Investimentos Produtivos Internacionais;Dinâmica dos Investimentos Produtivos Internacionais A-Noturno (São Bernardo do Campo);4;0;4 ;4 ;0 ;manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SB;N;segunda das 21:00 às 23:00, sala A2-S307-SB, semanal , sexta das 19:00 às 21:00, sala A2-S307-SB, semanal ;0;;;;;;;;;
ENGENHARIA AEROESPACIAL;DAEN2219SA;EN2219;1;Dinâmica e Controle de Veículos Espaciais;Dinâmica e Controle de Veículos Espaciais A-diurno (Santo André);4;0;4 ;4 ;0 ;Manter;¬0¬;0;OK - MANTIDA COM ORIGINALMENTE OFERTADA;32;SA;D;terca das 16:00 às 18:00, sala S - 307-1, semanal , quinta das 14:00 às 16:00, sala S - 307-1, semanal ;0;;;;;;;;;
ENGENHARIA AEROESPACIAL;DAEN2223SB;EN2223;1;Dinâmica I;Dinâmica I A-diurno (São Bernardo do Campo);4;0;5 ;4 ;0 ;Manter;¬0¬;0;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SB;D;segunda das 10:00 às 12:00, sala A2-S305-SB, semanal , quinta das 08:00 às 10:00, sala A2-S305-SB, semanal ;0;;;;;;;;;
ENGENHARIA AEROESPACIAL;DAEN3202SB;EN3202;1;Dinâmica Orbital;Dinâmica Orbital A-diurno (São Bernardo do Campo);3;0;4 ;3 ;0 ;Manter;¬0¬;0;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SB;D;quinta das 14:00 às 17:00, sala A2-S306-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NA1BH1136SB;BH1136;3;Econometria III;Econometria III A1-Noturno (São Bernardo do Campo);4;0;3 ;4 ;0 ;;;;TURMA NOVA;42;SB;N;terca das 19:00 às 21:00, sala A1-S201-SB, semanal ;quinta das 21:00 às 23:00, sala A1-L102-SB, semanal ;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DABH1136SB;BH1136;3;Econometria III;Econometria III A-diurno (São Bernardo do Campo);4;0;3 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;42;SB;D;terca das 08:00 às 10:00, sala A2-S203-SB, semanal ;quinta das 10:00 às 12:00, sala A1-L101-SB, semanal ;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NABH1136SB;BH1136;3;Econometria III;Econometria III A-Noturno (São Bernardo do Campo);4;0;3 ;4 ;0 ;Abrir nova turma de laboratório - ampliar vagas em teoria;"Estes dados devem sem informados na aba ""DISCIPLINAS NOVAS A SEREM OFERTADAS"": horário, nº de vagas, laboratório (se for o caso) e nome dos docentes";"""A turma de Econometria III do noturno precisaria um laboratório no mesmo horário.""";OK - TURMA ABERTA - TEORIA ALTERADA PARA A SALA A1-S201-SB E NOVA TURMA DE LAB. A1-L102-SB ;42;SB;N;terca das 19:00 às 21:00, sala A2-S203-SB, semanal ;quinta das 21:00 às 23:00, sala A1-L101-SB, semanal ;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DABH1137SB;BH1137;2;Economia Brasileira Contemporânea III;Economia Brasileira Contemporânea III A-diurno (São Bernardo do Campo);3;0;4 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SB;D;sexta das 09:00 às 12:00, sala A2-S203-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NABH1137SB;BH1137;2;Economia Brasileira Contemporânea III;Economia Brasileira Contemporânea III A-Noturno (São Bernardo do Campo);3;0;4 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;sexta das 19:00 às 22:00, sala A2-S106-SB, semanal ;0;;;;;;;;;
ENGENHARIA DE ENERGIA;NAEN2424SA;EN2424;1;Economia da Energia;Economia da Energia A-Noturno (Santo André);2;0;4 ;2 ;0 ;Ampliar vagas até a capacidade da sala;¬0¬;0;ampliado;72;SA;N;sexta das 21:00 às 23:00, sala S - 301-2, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DABH1120SB;BH1120;3;Economia e Meio Ambiente;Economia e Meio Ambiente A-diurno (São Bernardo do Campo);3;0;3 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;D;segunda das 10:00 às 12:00, sala A1-S205-SB, quinzenal I, sexta das 10:00 às 12:00, sala A1-S205-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NABH1120SB;BH1120;3;Economia e Meio Ambiente;Economia e Meio Ambiente A-Noturno (São Bernardo do Campo);3;0;3 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;segunda das 21:00 às 23:00, sala A1-S205-SB, quinzenal I, sexta das 21:00 às 23:00, sala A1-S205-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NBBH1120SB;BH1120;3;Economia e Meio Ambiente;Economia e Meio Ambiente B-Noturno (São Bernardo do Campo);3;0;3 ;3 ;0 ;Ampliar vagas - procurar nova sala;90;;OK - AMPLIADO 90 / NOVA SALA 2ª A1-S201-SB E 6ª A1-S206-SB;90;SB;N;segunda das 21:00 às 23:00, sala A2-S204-SB, quinzenal II, sexta das 19:00 às 21:00, sala A2-S204-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;DABH1115SB;BH1115;2;Economia Internacional II;Economia Internacional II A-diurno (São Bernardo do Campo);4;0;3 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;60;SB;D;segunda das 10:00 às 12:00, sala A2-S203-SB, semanal , quinta das 08:00 às 10:00, sala A2-S203-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS ECONÔMICAS;NABH1115SB;BH1115;2;Economia Internacional II;Economia Internacional II A-Noturno (São Bernardo do Campo);4;0;3 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;segunda das 21:00 às 23:00, sala A2-S201-SB, semanal , quinta das 19:00 às 21:00, sala A2-S201-SB, semanal ;0;;;;;;;;;
LICENCIATURA EM MATEMÁTICA;DANH4105SA;NH4105;2;Educação à Distância e Novas Tecnologias;Educação à Distância e Novas Tecnologias A-diurno (Santo André);3;0;3 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;D;terca das 10:00 às 11:30, sala S504, semanal , quinta das 08:30 às 10:00, sala S504, semanal ;0;;;;;;;;;
LICENCIATURA EM MATEMÁTICA;NANH4105SA;NH4105;2;Educação à Distância e Novas Tecnologias;Educação à Distância e Novas Tecnologias A-Noturno (Santo André);3;0;3 ;3 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;N;terca das 21:00 às 22:30, sala S504, semanal , quinta das 19:30 às 21:00, sala S504, semanal ;0;;;;;;;;;
LICENCIATURA EM CIÊNCIAS BIOLÓGICAS;NABC1630SA;BC1630;1;Educação Ambiental;Educação Ambiental A-Noturno (Santo André);2;2;4 ;2 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;40;SA;N;quinta das 19:00 às 23:00, sala S - 305-3, semanal ;0;;;;;;;;;
LICENCIATURA EM FÍSICA;DABC1602SA;BC1602;2;Educação Científica, Sociedade e Cultura;Educação Científica, Sociedade e Cultura A-diurno (Santo André);4;0;4 ;4 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;D;segunda das 10:00 às 12:00, sala S - 309-2, semanal , quarta das 08:00 às 10:00, sala S - 309-2, semanal ;0;;;;;;;;;
LICENCIATURA EM QUÍMICA;NABC1602SA;BC1602;2;Educação Científica, Sociedade e Cultura;Educação Científica, Sociedade e Cultura A-Noturno (Santo André);4;0;4 ;4 ;0 ;Ampliar vagas;Informar o novo número de vagas;40;OK - AMPLIADO 40 / NOVA SALA 307-3;40;SA;N;segunda das 21:00 às 23:00, sala S - 310-1, semanal , quarta das 19:00 às 21:00, sala S - 310-1, semanal ;0;;;;;;;;;
ENGENHARIA DE GESTÃO;DAEN2521SB;EN2521;1;Elaboração, Análise e Avaliação de Projetos;Elaboração, Análise e Avaliação de Projetos A-diurno (São Bernardo do Campo);3;1;5 ;3 ;1 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;62;SB;D;sexta das 08:00 às 12:00, sala A2-S202-SB, semanal ;0;;;;;;;;;
BACHARELADO EM QUÍMICA;DANH3101SA;NH3101;2;Eletroanalítica e Técnicas de Separação;Eletroanalítica e Técnicas de Separação A-diurno (Santo André);2;4;8 ;2 ;4 ;Manter;¬0¬;;mantida sem alterações;25;SA;D;segunda das 10:00 às 12:00, sala S - 303-3, semanal ;sexta das 08:00 às 12:00, sala 406-3, semanal ;;;;;;;;;
BACHARELADO EM QUÍMICA;NANH3101SA;NH3101;2;Eletroanalítica e Técnicas de Separação;Eletroanalítica e Técnicas de Separação A-Noturno (Santo André);2;4;8 ;2 ;4 ;manter;¬0¬;;mantida sem alterações;25;SA;N;segunda das 21:00 às 23:00, sala S - 303-3, semanal ;sexta das 19:00 às 23:00, sala 406-3, semanal ;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;DA1EN2720SA;EN2720;4;Eletrônica Analógica Aplicada;Eletrônica Analógica Aplicada A1-diurno (Santo André);3;2;4 ;3 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;D;quinta das 10:00 às 13:00, sala S - 311-2, semanal ;terca das 08:00 às 10:00, sala 405-1, semanal ;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;NA1EN2720SA;EN2720;4;Eletrônica Analógica Aplicada;Eletrônica Analógica Aplicada A1-Noturno (Santo André);3;2;4 ;3 ;2 ;Ampliar vagas;Informar o novo número de vagas;32;OK - AMPLIADO 32;32;SA;N;quinta das 18:00 às 21:00, sala L604, semanal ;terca das 21:00 às 23:00, sala 405-1, semanal ;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;DA2EN2720SA;;0;Eletrônica Analógica Aplicada;Eletrônica Analógica Aplicada A2-diurno (Santo André);3;2;4 ;0 ;0 ;Transferir alunos para outra turma em mesmo horário e cancelar;¬0¬;;OK - TURMA CANCELADA;0;SA;D;quinta das 10:00 às 13:00, sala S - 311-2, semanal ;terca das 08:00 às 10:00, sala 407-1, semanal ;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;NA2EN2720SA;EN2720;4;Eletrônica Analógica Aplicada;Eletrônica Analógica Aplicada A2-Noturno (Santo André);3;2;4 ;0 ;2 ;Ampliar vagas;Informar o novo número de vagas;32;OK - AMPLIADO 32;32;SA;N;quinta das 18:00 às 21:00, sala L604, semanal ;terca das 21:00 às 23:00, sala 407-1, semanal ;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBEN2720SA;EN2720;4;Eletrônica Analógica Aplicada;Eletrônica Analógica Aplicada B-Noturno (Santo André);3;2;4 ;3 ;2 ;Ampliar vagas;Informar o novo número de vagas;33;OK - AMPLIADO 33;33;SA;N;segunda das 19:00 às 21:00, sala S - 305-1, quinzenal I, quinta das 18:00 às 21:00, sala S - 305-1, semanal ;segunda das 19:00 às 21:00, sala 410-1, quinzenal II;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;DAEN2605SA;EN2605;4;Eletrônica Digital;Eletrônica Digital A-diurno (Santo André);4;2;4 ;4 ;2 ;manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;D;segunda das 10:00 às 12:00, sala L604, semanal , quarta das 08:00 às 10:00, sala L604, semanal ;sexta das 10:00 às 12:00, sala 405-1, semanal ;;;;;;;;;
ENGENHARIA DE INFORMAÇÃO;NAEN2605SA;EN2605;4;Eletrônica Digital;Eletrônica Digital A-Noturno (Santo André);4;2;4 ;4 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;30;SA;N;segunda das 19:00 às 21:00, sala L604, semanal , quarta das 21:00 às 23:00, sala L604, semanal ;sexta das 19:00 às 21:00, sala 405-1, semanal ;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;DBEN2605SA;EN2605;4;Eletrônica Digital;Eletrônica Digital B-diurno (Santo André);4;2;4 ;4 ;2 ;Ampliar vagas;Informar o novo número de vagas;33;OK - AMPLIADO 33;33;SA;D;segunda das 10:00 às 12:00, sala S - 305-1, semanal , quarta das 10:00 às 12:00, sala S - 305-1, semanal , sexta das 08:00 às 10:00, sala S - 305-1, quinzenal I;sexta das 08:00 às 10:00, sala 410-1, quinzenal II;;;;;;;;;
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA;NBEN2605SA;EN2605;4;Eletrônica Digital;Eletrônica Digital B-Noturno (Santo André);4;2;4 ;4 ;2 ;Ampliar vagas;Informar o novo número de vagas;33;OK - AMPLIADO 33;33;SA;N;segunda das 21:00 às 23:00, sala S - 305-1, semanal , quarta das 21:00 às 23:00, sala S - 302-2, semanal , sexta das 19:00 às 21:00, sala S - 302-2, quinzenal I;sexta das 19:00 às 21:00, sala 410-1, quinzenal II;;;;;;;;;
ENGENHARIA DE GESTÃO;DAEN3535SB;EN3535;1;Empreendedorismo;Empreendedorismo A-diurno (São Bernardo do Campo);2;2;2 ;2 ;2 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;62;SB;D;terca das 14:00 às 16:00, sala A2-S202-SB, semanal , quinta das 14:00 às 16:00, sala A2-S202-SB, semanal ;0;;;;;;;;;
ENGENHARIA DE ENERGIA;NAEN3431SA;EN3431;1;Energia de Sistemas Solares Térmicos;Energia de Sistemas Solares Térmicos A-Noturno (Santo André);2;0;4 ;2 ;0 ;Ampliar vagas até a capacidade da sala;¬0¬;0;ampliado;72;SA;N;sexta das 19:00 às 21:00, sala S - 301-2, semanal ;0;;;;;;;;;
ENGENHARIA DE ENERGIA;NAEN2425SA;EN2425;1;Energia, Meio Ambiente e Sociedade;Energia, Meio Ambiente e Sociedade A-Noturno (Santo André);4;0;5 ;4 ;0 ;Ampliar vagas até a capacidade da sala;¬0¬;0;ampliado;72;SA;N;segunda das 21:00 às 23:00, sala S - 301-2, semanal , quarta das 19:00 às 21:00, sala S - 301-2, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA1BC0207SB;BC0207;7;Energia: Origens, Conversão e Uso;Energia: Origens, Conversão e Uso A1-Noturno (São Bernardo do Campo);2;0;4 ;2 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;segunda das 19:00 às 21:00, sala A2-S104-SB, semanal ;0;;;;;;;;;
BACHARELADO EM CIÊNCIAS E HUMANIDADES;NA2BC0207SB;BC0207;7;Energia: Origens, Conversão e Uso;Energia: Origens, Conversão e Uso A2-Noturno (São Bernardo do Campo);2;0;4 ;2 ;0 ;Manter;¬0¬;;OK - MANTIDA COM ORIGINALMENTE OFERTADA;90;SB;N;segunda das 19:00 às 21:00, sala A2-S103-SB, semanal ;0;;;;;;;;;
